id,wt_new_W1_W13,euRefVoteW1,euRefVoteW2,euRefVoteW3,euRefVoteW4,euRefVoteW5,euRefVoteW6,euRefVoteW7,euRefVoteW8,euRefVoteW9,euRefVoteW10,euRefVoteW11,euRefVoteW12,euRefVoteW13
25218,3.7082867115478333,Don't know,,Don't know,Don't know,,Don't know,Don't know,Don't know,,Don't know,Don't know,Don't know,Don't know
25232,2.417021537542549,Don't know,Don't know,Don't know,Don't know,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25237,0.21290215538957574,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25239,1.6067355524138185,I would/will not vote,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25245,4.654683010015251,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25252,0.3855953773373111,Leave the EU,,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25262,0.4598683937739669,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25268,0.30618857843496045,Leave the EU,Leave the EU,I would/will not vote,Don't know,,Stay/remain in the EU,Leave the EU,Leave the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25275,2.5908823255310724,,Don't know,Don't know,Don't know,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25280,0.5577931908554288,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25284,2.3195771099886144,I would/will not vote,,Leave the EU,Don't know,,Don't know,Leave the EU,Stay/remain in the EU,,I would/will not vote,I would/will not vote,I would/will not vote,I would/will not vote
25288,0.29571854027078925,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25293,0.1380339426208337,Leave the EU,Leave the EU,Stay/remain in the EU,Don't know,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25295,1.4899158795506386,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25305,0.5805028172230703,Don't know,Don't know,Don't know,Leave the EU,,Leave the EU,Leave the EU,Don't know,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25310,0.6264246226540648,Don't know,Leave the EU,Leave the EU,Don't know,,Don't know,Don't know,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25315,2.351560938435082,Don't know,Stay/remain in the EU,Stay/remain in the EU,Don't know,,Don't know,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Don't know,Leave the EU,Leave the EU
25318,0.9205506319824059,,,Stay/remain in the EU,Don't know,,Don't know,Don't know,Leave the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25322,1.0512347294324316,Stay/remain in the EU,Leave the EU,Leave the EU,Leave the EU,,Don't know,Leave the EU,Leave the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25330,7.451589194975817,Stay/remain in the EU,Don't know,Don't know,Don't know,,Stay/remain in the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Don't know
25334,0.18552662359813954,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25337,0.49001166831384296,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25341,1.0160456441457644,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25343,0.35192935197776004,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25350,0.7807643714199497,Don't know,Don't know,Don't know,Leave the EU,,Stay/remain in the EU,Leave the EU,Leave the EU,Stay/remain in the EU,Stay/remain in the EU,Leave the EU,Leave the EU,Stay/remain in the EU
25351,0.056525911055093886,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25352,0.8167795763233303,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25354,1.9248814813819843,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Leave the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25360,0.7630678734976233,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25370,3.7443730860359437,Stay/remain in the EU,Stay/remain in the EU,Leave the EU,Stay/remain in the EU,,Leave the EU,Leave the EU,Don't know,Stay/remain in the EU,Don't know,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25384,0.6997802144113116,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25390,0.25053933850801097,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25416,3.787098609788429,Don't know,,Stay/remain in the EU,Stay/remain in the EU,,I would/will not vote,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25417,0.3402283976322977,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25421,0.2249308044647002,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25433,1.0795659213931752,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Don't know,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25434,2.359677971446505,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25450,0.44145106003737894,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Don't know,Don't know,Don't know,Leave the EU,Leave the EU,Leave the EU
25451,0.8121847658216058,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25462,0.21449090184844435,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25468,11.47426273235985,Leave the EU,Leave the EU,Leave the EU,Don't know,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25506,0.3567181843152893,Leave the EU,,Leave the EU,Don't know,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25516,0.3898826432559629,Don't know,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25517,0.6616289129831935,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25536,32.17790491330401,Stay/remain in the EU,,Leave the EU,Leave the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25540,0.5161894825764298,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25571,0.9403849868088778,Stay/remain in the EU,Don't know,Stay/remain in the EU,Don't know,,Stay/remain in the EU,Leave the EU,Leave the EU,Leave the EU,Don't know,Don't know,Don't know,Don't know
25573,2.9249531611477546,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25577,0.22050830382479011,Leave the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25578,0.4232766001328552,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25580,1.0293364726737866,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Stay/remain in the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25585,0.3957585604524361,Don't know,Stay/remain in the EU,Don't know,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25586,0.4999485697883212,Leave the EU,Leave the EU,Leave the EU,Don't know,,Stay/remain in the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25598,0.20482449430004188,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25599,3.735076975072555,I would/will not vote,,I would/will not vote,Stay/remain in the EU,,I would/will not vote,Stay/remain in the EU,Stay/remain in the EU,,I would/will not vote,I would/will not vote,I would/will not vote,I would/will not vote
25600,3.333080157264567,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25605,1.885921360341241,Leave the EU,,Leave the EU,Leave the EU,,Leave the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25609,0.15097982586075,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25610,5.365873643779831,Leave the EU,,Leave the EU,I would/will not vote,,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25631,8.559168410996094,I would/will not vote,,I would/will not vote,I would/will not vote,,Don't know,I would/will not vote,Leave the EU,,I would/will not vote,I would/will not vote,I would/will not vote,I would/will not vote
25632,1.0318062533282104,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25643,2.3279193475862687,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25648,1.0445092305893295,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25650,0.4448504261128846,Stay/remain in the EU,Stay/remain in the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25655,0.9609154091254792,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25679,0.4796003695032559,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Leave the EU,Leave the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25684,0.9566027793353306,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25689,0.5570497600667655,Don't know,Don't know,Don't know,Leave the EU,,Stay/remain in the EU,Don't know,Don't know,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Don't know,Stay/remain in the EU
25693,1.0512347294324316,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25694,1.1715967636477145,Don't know,,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25698,0.3995316433797947,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Don't know,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25712,1.393725717559626,Leave the EU,Don't know,Don't know,Don't know,,Stay/remain in the EU,Leave the EU,Stay/remain in the EU,Leave the EU,Stay/remain in the EU,Don't know,Stay/remain in the EU,Stay/remain in the EU
25715,1.5346320265815192,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25717,0.20567503382329375,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25718,1.1287753978828468,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25731,0.24813375230159676,Leave the EU,,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25732,1.5412392720854016,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25734,1.0037665204167974,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25745,2.9249531611477546,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25746,0.9785173960943704,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25754,0.9563169524208668,Leave the EU,,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25762,0.0849477681982975,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25763,3.9623571237401687,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Don't know,Don't know,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25766,0.27019345053231625,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Don't know,Don't know,Don't know,Don't know
25767,2.9135502795866057,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25769,2.754207739011022,I would/will not vote,I would/will not vote,I would/will not vote,I would/will not vote,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25776,0.0802571943412466,I would/will not vote,,I would/will not vote,I would/will not vote,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25780,0.25563636415993435,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25782,0.11251462585817648,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25796,0.4052074505059852,Don't know,Leave the EU,Don't know,Don't know,,Don't know,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25798,1.050865751195386,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25802,4.200304368711966,Don't know,Don't know,Don't know,I would/will not vote,,I would/will not vote,Leave the EU,Stay/remain in the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25805,0.3547409502347511,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25806,1.2415000968817116,Don't know,,Don't know,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25811,1.0445092305893295,I would/will not vote,,I would/will not vote,I would/will not vote,,I would/will not vote,I would/will not vote,I would/will not vote,,I would/will not vote,Don't know,I would/will not vote,I would/will not vote
25813,0.17245819082712216,Stay/remain in the EU,,Don't know,Leave the EU,,Don't know,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25817,0.6615079839448769,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25856,0.6641423862685539,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Don't know,Don't know,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25866,0.2027818558623665,Don't know,Don't know,Don't know,Don't know,,Leave the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Don't know,Stay/remain in the EU,Stay/remain in the EU
25869,1.308460070004717,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25877,0.17751016365130992,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Don't know,Stay/remain in the EU,Stay/remain in the EU
25892,1.211798617222549,Leave the EU,,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25894,0.4350096805114548,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25904,0.06563804067086539,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25908,0.3987633835728969,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25909,0.5744088094364919,I would/will not vote,I would/will not vote,I would/will not vote,Stay/remain in the EU,,I would/will not vote,Stay/remain in the EU,I would/will not vote,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25910,0.319419853998526,I would/will not vote,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25924,0.7822637770412652,Leave the EU,Don't know,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25926,0.441671294813198,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Leave the EU,Leave the EU,Stay/remain in the EU
25929,0.344600801749667,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25936,1.3592662954075594,Leave the EU,Don't know,Leave the EU,Leave the EU,,Stay/remain in the EU,Don't know,Don't know,Leave the EU,I would/will not vote,I would/will not vote,Leave the EU,Don't know
25938,1.6007685014149822,I would/will not vote,Leave the EU,I would/will not vote,Don't know,,Don't know,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25945,1.1287753978828468,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25953,1.006921858662707,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25968,1.1464212056456249,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,I would/will not vote,Leave the EU,Leave the EU,Leave the EU
25970,0.4597081840597194,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25974,1.0608725338100091,Don't know,,Don't know,Don't know,,Don't know,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Don't know,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25988,2.017426102892573,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25996,0.31354041230645585,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25999,1.2370419585774142,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU
